nombre,documento,fondo,institucion,motivo,fecha
Paula,1486384835,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1027196153,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1589499809,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1775929280,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1663931616,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1395135409,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1324917699,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1931120658,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1703708625,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1968198061,Porvenir,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Espinoza,1896204998,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1079572719,Proteccion,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Pancho,1498558882,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1058140803,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1150870939,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1420238192,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1656794209,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1710053158,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1039986315,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1177797769,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Espinoza,1561791367,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Paula,1724979917,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1332684710,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1960478058,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1140456471,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1704076836,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1738157918,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1378882714,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1605632203,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1502432175,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1495387315,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1261805133,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1847960362,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1879401297,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1517138435,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1179133519,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1043714592,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Espinoza,1649097467,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1092065920,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1757112788,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1411093190,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1123430969,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1220333874,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Anuel,1134422929,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1315038435,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1260207958,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1997390868,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1065767262,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1065861716,Proteccion,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Pancho,1068904817,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1410687598,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1532494133,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1466172281,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1769130562,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1294067519,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1899384319,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1718304638,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1363718753,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1827708749,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1702863853,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1609839461,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1984832774,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1256614462,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1559667954,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1336016106,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1455042074,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1253608596,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Espinoza,1250942775,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1927261570,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1753898065,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1358586627,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1883436790,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1093024081,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Anuel,1955813558,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1656426761,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1372294438,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1687060600,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Espinoza,1964218840,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1938643944,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1392550610,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1292140146,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1685142377,Porvenir,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Anuel,1548985721,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1265814676,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1857218625,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1936700564,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1145267520,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1231093247,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1896662985,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1950131216,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1477695080,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1154964924,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1675057207,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1988791740,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1375868100,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Pancho,1080389765,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1503654914,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1072943271,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1599427287,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1221277152,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1481232527,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1491285085,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1204083346,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1208766544,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1918404397,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1840028055,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1610807911,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1812750612,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Anuel,1084829830,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1207906793,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1294112529,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1729810845,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1883964277,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1000527315,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1625105789,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1468157608,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1982888042,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Anuel,1207425762,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Dahiana,1177655310,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1306238794,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1205024644,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1231297637,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1150576597,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1002789676,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1501632696,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1695551857,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1679818881,Policia,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Lucia,1722480597,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1120448409,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1349811980,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1419964385,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1154521395,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1382080803,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1728324613,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1811131254,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1574061156,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1426306836,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1121075714,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1504090127,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1913750390,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1410354753,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1175285501,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1600271509,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1905527842,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Anuel,1283046006,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Dahiana,1459217170,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1234972898,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1972938676,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1297037861,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1659134661,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1401485151,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1262274302,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1673420589,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1181570042,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Anuel,1331674126,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1615172739,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1685678304,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1931388979,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1201112169,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1809447509,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1570453650,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1960768495,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1285175184,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1932430284,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1157390214,Porvenir,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Anuel,1050029808,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1193503091,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1672044158,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1188092604,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1516619508,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1663065961,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1002433986,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1944493271,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1918762468,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1806605127,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Anuel,1813456527,Inpec,Pública,Rechazado: Nació y reside en Cali,2024-11-16
Dahiana,1188519335,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1083131306,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1297789082,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juana,1213887885,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1418822963,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1050844490,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1457082155,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1213342076,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1541667137,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1947694741,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1070629091,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1664493271,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1774419632,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1507987045,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1459083136,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Anuel,1027379982,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Dahiana,1418502658,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1797996081,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1474966037,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1278665621,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1446018681,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1291622397,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1458901194,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1318180337,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1736188118,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1770288662,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Anuel,1847979116,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1448169582,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1885019269,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1347997108,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1104409607,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1930182157,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
