,Nombre,Documento,Edad,Semanas_Cotizadas,Fondo,Ciudad,Pais,Detalles,Genero,En_Lista_Negra_6_Meses,Pre_pensionado
845,Pablo,8675911697,23,714,Protección,París,Francia,,Masculino,False,False
846,Ana,5101639437,55,622,Protección,Barcelona,España,,Femenino,True,False
847,Ana,5101224926,58,472,Porvenir,Singapur,Singapur,,Femenino,True,True
848,Pablo,3691669960,39,640,Protección,Singapur,Singapur,,Masculino,False,True
849,Ana,4339792192,67,731,Protección,Barcelona,España,,Femenino,True,True
850,Mariana,9879562065,28,702,Protección,Manila,Filipinas,,Femenino,True,True
851,Elena,9974614604,57,68,Colfondos,Bangkok,Tailandia,,Femenino,True,True
852,Monica,3264268924,82,320,Protección,Cartagena,Colombia,,Femenino,False,False
853,Carlos,4619332176,94,459,Fondo extranjero,Cartagena,Colombia,,Masculino,False,True
854,Alejandro,7642335633,95,228,Policía,Roma,Italia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
855,Lucia,3251816466,24,355,Inpec,Barcelona,España,Tiene hijos en el Inpec|Tiene condecoración,Femenino,True,False
856,Pablo,2498521823,71,587,Policía,Abu Dabi,Emiratos Árabes Unidos,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
857,Carlos,2089639919,52,467,Mininterior,Abu Dabi,Emiratos Árabes Unidos,No tiene observación disciplinaria,Masculino,True,False
858,Jorge,6951892943,64,670,Fondo extranjero,Abu Dabi,Emiratos Árabes Unidos,,Femenino,False,True
859,Elena,3026905034,77,17,Fondo extranjero,Manila,Filipinas,,Femenino,False,False
860,Alejandro,4571289452,70,46,Porvenir,Roma,Italia,,Femenino,True,True
861,Jorge,2134709891,91,737,Mininterior,Barcelona,España,Tiene observación disciplinaria,Masculino,False,False
862,Mariana,7711104147,90,89,Minsalud,Bangkok,Tailandia,No tiene observación disciplinaria,Masculino,False,True
863,Mariana,9185116664,54,800,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Femenino,True,False
864,Ana,8999417359,48,91,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,True
865,Jorge,8416692379,94,589,Policía,Barcelona,España,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
866,Carlos,2681511161,39,796,Policía,Bangkok,Tailandia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
867,Carlos,1109964053,74,511,Minsalud,Madrid,España,Tiene observación disciplinaria,Masculino,False,False
868,Ana,3660443616,32,321,Inpec,Londres,Reino Unido,No tiene hijos en el Inpec|Tiene condecoración,Masculino,False,True
869,Alejandro,7472189539,41,175,Fondo extranjero,Cartagena,Colombia,,Masculino,True,False
870,Ana,7108821681,39,727,Armada,Barcelona,España,Tiene condecoración,Masculino,True,False
871,Lucia,6078483592,90,480,Colfondos,Barcelona,España,,Femenino,False,False
872,Jorge,1346168337,34,248,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
873,Ana,5355204364,51,14,Fondo extranjero,París,Francia,,Masculino,True,False
874,Pablo,4086883823,34,269,Mininterior,Bangkok,Tailandia,Tiene observación disciplinaria,Femenino,True,True
875,Jorge,3711449066,94,132,Porvenir,Roma,Italia,,Masculino,True,True
876,Ana,3747088541,94,379,Protección,Manila,Filipinas,,Femenino,True,True
877,Ana,8466480172,80,577,Armada,Bangkok,Tailandia,No tiene condecoración,Femenino,False,False
878,Alejandro,9462484106,79,436,Protección,Madrid,España,,Masculino,False,True
879,Ana,1156327843,69,211,Old Mutual,Manila,Filipinas,,Femenino,False,False
880,Carlos,5974630790,23,480,Colfondos,Singapur,Singapur,,Masculino,True,True
881,Ana,6300676101,36,276,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
882,Monica,9829871854,22,274,Protección,Madrid,España,,Femenino,True,False
883,Carlos,7018263347,18,57,Mininterior,Roma,Italia,No tiene observación disciplinaria,Femenino,False,True
884,Pablo,5674565484,61,205,Minsalud,París,Francia,No tiene observación disciplinaria,Masculino,True,False
885,Isabel,8410288533,43,191,Armada,Barcelona,España,Tiene condecoración,Femenino,False,False
886,Isabel,9607376048,100,236,Old Mutual,Londres,Reino Unido,,Masculino,True,True
887,Mariana,8669658816,98,443,Protección,París,Francia,,Masculino,True,True
888,Lucia,7045027451,43,267,Minsalud,Londres,Reino Unido,Tiene observación disciplinaria,Femenino,False,False
889,Jorge,3162615899,20,188,Armada,Barcelona,España,No tiene condecoración,Femenino,False,True
890,Monica,8591808973,77,640,Mininterior,Singapur,Singapur,Tiene observación disciplinaria,Femenino,True,False
891,Ana,1624284653,56,632,Colfondos,París,Francia,,Masculino,False,False
892,Pablo,1195847173,65,531,Old Mutual,Singapur,Singapur,,Masculino,False,True
893,Carlos,5580890389,31,481,Old Mutual,París,Francia,,Masculino,False,True
894,Pablo,2418594024,83,49,Policía,Londres,Reino Unido,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
895,Isabel,5313605797,97,432,Policía,Bangkok,Tailandia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
896,Pablo,7705303637,39,51,Minsalud,Madrid,España,Tiene observación disciplinaria,Masculino,True,True
897,Alejandro,9384598481,98,436,Old Mutual,París,Francia,,Femenino,False,False
898,Pablo,7532329439,31,286,Porvenir,Singapur,Singapur,,Femenino,False,False
899,Lucia,3422364832,58,13,Fondo extranjero,Manila,Filipinas,,Femenino,True,False
900,Elena,4465812850,72,646,Porvenir,Manila,Filipinas,,Masculino,False,True
901,Isabel,9591155404,90,47,Minsalud,Cartagena,Colombia,Tiene observación disciplinaria,Femenino,True,True
902,Alejandro,4701217572,23,153,Inpec,Singapur,Singapur,Tiene hijos en el Inpec|Tiene condecoración,Masculino,True,False
903,Monica,5206968480,31,380,Fondo extranjero,Barcelona,España,,Masculino,False,False
904,Mariana,4737560867,73,542,Inpec,Abu Dabi,Emiratos Árabes Unidos,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,True
905,Jorge,1984132949,68,43,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
906,Alejandro,2876262554,43,367,Fondo extranjero,Barcelona,España,,Femenino,True,True
907,Carlos,4591170911,65,18,Mininterior,Madrid,España,No tiene observación disciplinaria,Femenino,False,False
908,Carlos,6506876330,90,552,Protección,Roma,Italia,,Masculino,True,False
909,Isabel,8282838732,36,55,Mininterior,Manila,Filipinas,Tiene observación disciplinaria,Femenino,False,False
910,Carlos,8145050204,28,512,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Masculino,False,True
911,Alejandro,7159977685,74,117,Mininterior,París,Francia,No tiene observación disciplinaria,Femenino,True,False
912,Ana,2559697856,39,417,Old Mutual,Cartagena,Colombia,,Femenino,False,True
913,Isabel,7660163656,87,388,Fondo extranjero,Londres,Reino Unido,,Femenino,False,False
914,Elena,1550951425,55,582,Colfondos,Singapur,Singapur,,Masculino,False,False
915,Monica,3962678081,68,472,Fondo extranjero,Manila,Filipinas,,Femenino,True,True
916,Elena,7514098732,19,740,Minsalud,Barcelona,España,Tiene observación disciplinaria,Masculino,True,True
917,Alejandro,1213677458,85,102,Inpec,Cartagena,Colombia,No tiene hijos en el Inpec|No tiene condecoración,Femenino,False,True
918,Jorge,6735008801,68,778,Minsalud,Manila,Filipinas,No tiene observación disciplinaria,Femenino,False,True
919,Carlos,2145703893,59,608,Policía,Londres,Reino Unido,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
920,Lucia,9395042494,67,137,Policía,Madrid,España,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
921,Jorge,1529164700,70,715,Colfondos,Cartagena,Colombia,,Femenino,False,False
922,Mariana,4916958749,30,477,Colfondos,París,Francia,,Masculino,True,True
923,Isabel,7385986473,58,124,Mininterior,Bangkok,Tailandia,Tiene observación disciplinaria,Femenino,False,False
924,Pablo,2461521483,54,303,Minsalud,Barcelona,España,No tiene observación disciplinaria,Femenino,True,True
925,Elena,3568578344,37,252,Policía,Roma,Italia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
926,Carlos,3268204580,61,75,Minsalud,Manila,Filipinas,No tiene observación disciplinaria,Masculino,False,False
927,Alejandro,4822332585,39,489,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,True
928,Isabel,4697085316,56,147,Protección,Barcelona,España,,Masculino,True,False
929,Isabel,9937990988,23,540,Old Mutual,Singapur,Singapur,,Femenino,True,False
930,Monica,7471655249,85,743,Porvenir,Singapur,Singapur,,Femenino,False,False
931,Elena,6505061722,32,400,Armada,Londres,Reino Unido,Tiene condecoración,Masculino,True,True
932,Carlos,5867934864,76,242,Armada,Roma,Italia,Tiene condecoración,Femenino,False,True
933,Carlos,5272819470,94,402,Minsalud,Cartagena,Colombia,No tiene observación disciplinaria,Femenino,True,True
934,Monica,2010962559,95,555,Porvenir,Manila,Filipinas,,Femenino,False,True
935,Carlos,4275757926,26,92,Colfondos,Madrid,España,,Masculino,True,False
936,Carlos,6070283539,52,236,Protección,Singapur,Singapur,,Masculino,False,False
937,Carlos,5799109579,68,414,Policía,Singapur,Singapur,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,False
938,Carlos,9064239186,82,146,Armada,Singapur,Singapur,No tiene condecoración,Masculino,True,False
939,Monica,6694446838,40,166,Protección,Bangkok,Tailandia,,Masculino,False,False
940,Mariana,2782557618,33,204,Porvenir,Bangkok,Tailandia,,Masculino,False,True
941,Jorge,9734473437,79,611,Old Mutual,Manila,Filipinas,,Masculino,True,True
942,Carlos,8501727756,40,504,Protección,Abu Dabi,Emiratos Árabes Unidos,,Femenino,True,False
943,Pablo,3732319469,67,711,Old Mutual,Bangkok,Tailandia,,Femenino,False,True
944,Monica,2607606824,72,242,Mininterior,Manila,Filipinas,No tiene observación disciplinaria,Femenino,False,True
945,Lucia,5084389392,59,51,Armada,Londres,Reino Unido,Tiene condecoración,Masculino,True,True
946,Carlos,3650723358,28,138,Armada,Singapur,Singapur,Tiene condecoración,Masculino,False,True
947,Alejandro,3274493727,50,144,Mininterior,Roma,Italia,No tiene observación disciplinaria,Masculino,False,True
948,Mariana,4333088188,71,348,Colfondos,Londres,Reino Unido,,Femenino,False,True
949,Monica,9499584551,80,307,Protección,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,True
950,Monica,4751032468,43,258,Colfondos,París,Francia,,Masculino,True,True
951,Ana,7078906890,66,184,Colfondos,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,True
952,Alejandro,1158006770,97,643,Minsalud,Roma,Italia,No tiene observación disciplinaria,Masculino,False,False
953,Pablo,4957338721,31,416,Porvenir,París,Francia,,Femenino,True,True
954,Pablo,8233587439,54,3,Porvenir,Roma,Italia,,Masculino,False,True
955,Pablo,6301061481,56,266,Colfondos,Roma,Italia,,Masculino,False,True
956,Ana,6747006817,52,425,Protección,Barcelona,España,,Femenino,False,False
957,Ana,7551944664,56,40,Armada,Madrid,España,No tiene condecoración,Masculino,True,False
958,Isabel,8072157090,31,103,Colfondos,Manila,Filipinas,,Femenino,True,True
959,Monica,7493090845,77,577,Colfondos,Singapur,Singapur,,Masculino,False,True
960,Jorge,3218131513,87,454,Armada,Barcelona,España,No tiene condecoración,Masculino,True,False
961,Jorge,8417020993,56,452,Inpec,Cartagena,Colombia,Tiene hijos en el Inpec|Tiene condecoración,Femenino,True,False
962,Monica,7083372735,19,409,Colfondos,París,Francia,,Masculino,True,True
963,Ana,3241452167,84,88,Porvenir,Bangkok,Tailandia,,Masculino,False,True
964,Carlos,9438412958,72,394,Policía,Londres,Reino Unido,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
965,Jorge,3670511739,27,474,Minsalud,Abu Dabi,Emiratos Árabes Unidos,Tiene observación disciplinaria,Masculino,False,False
966,Alejandro,3416847843,67,155,Fondo extranjero,Roma,Italia,,Femenino,False,False
967,Isabel,8596287471,53,615,Policía,Roma,Italia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
968,Monica,8702352130,24,411,Protección,Bangkok,Tailandia,,Femenino,False,True
969,Mariana,9123279705,18,297,Inpec,Cartagena,Colombia,Tiene hijos en el Inpec|Tiene condecoración,Masculino,False,True
970,Mariana,3158504090,40,676,Old Mutual,Barcelona,España,,Femenino,False,False
971,Elena,3825298074,67,227,Mininterior,Singapur,Singapur,Tiene observación disciplinaria,Femenino,False,False
972,Ana,3216460085,71,217,Porvenir,Madrid,España,,Masculino,False,True
973,Carlos,9941038666,68,347,Armada,Abu Dabi,Emiratos Árabes Unidos,Tiene condecoración,Masculino,True,True
974,Carlos,4724539791,24,163,Old Mutual,Barcelona,España,,Femenino,False,True
975,Ana,8430896478,68,484,Policía,Manila,Filipinas,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
976,Elena,4530187839,62,785,Mininterior,Bangkok,Tailandia,No tiene observación disciplinaria,Masculino,False,False
977,Lucia,1587900927,88,685,Inpec,Manila,Filipinas,Tiene hijos en el Inpec|Tiene condecoración,Masculino,False,True
978,Isabel,1381687312,70,737,Porvenir,Londres,Reino Unido,,Femenino,True,False
979,Pablo,4780371137,57,767,Porvenir,Madrid,España,,Masculino,False,True
980,Mariana,9320796392,98,474,Fondo extranjero,Bangkok,Tailandia,,Masculino,True,True
981,Ana,2822840402,61,191,Old Mutual,Manila,Filipinas,,Masculino,False,True
982,Carlos,8536762210,29,445,Colfondos,Bangkok,Tailandia,,Femenino,False,False
983,Mariana,4848157702,99,65,Mininterior,Manila,Filipinas,Tiene observación disciplinaria,Femenino,False,True
984,Isabel,9600276070,29,359,Minsalud,Londres,Reino Unido,No tiene observación disciplinaria,Masculino,False,True
985,Isabel,1224783213,77,660,Colfondos,Roma,Italia,,Masculino,False,True
986,Pablo,3231712452,60,411,Protección,Bangkok,Tailandia,,Masculino,False,False
987,Isabel,1133030561,91,183,Armada,Singapur,Singapur,Tiene condecoración,Masculino,False,True
988,Mariana,6900654487,95,422,Inpec,Manila,Filipinas,Tiene hijos en el Inpec|Tiene condecoración,Masculino,False,True
989,Isabel,9136815754,42,99,Old Mutual,Bangkok,Tailandia,,Femenino,True,True
990,Monica,6205700074,90,204,Fondo extranjero,Madrid,España,,Masculino,True,True
991,Mariana,1072471440,34,708,Minsalud,Singapur,Singapur,No tiene observación disciplinaria,Femenino,True,False
992,Elena,6898030896,34,759,Inpec,Abu Dabi,Emiratos Árabes Unidos,No tiene hijos en el Inpec|Tiene condecoración,Femenino,False,False
993,Jorge,2687267640,39,705,Minsalud,Manila,Filipinas,No tiene observación disciplinaria,Femenino,False,False
994,Elena,4152670054,44,444,Inpec,Barcelona,España,No tiene hijos en el Inpec|Tiene condecoración,Femenino,True,True
995,Carlos,7546552995,94,208,Colfondos,Barcelona,España,,Femenino,False,False
996,Pablo,8850206062,78,722,Armada,Londres,Reino Unido,No tiene condecoración,Femenino,False,True
997,Ana,1247227486,79,173,Porvenir,Cartagena,Colombia,,Masculino,False,False
998,Ana,4121559215,51,153,Policía,Singapur,Singapur,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
999,Jorge,5120892330,76,518,Policía,Cartagena,Colombia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
1000,Alejandro,1338092428,92,724,Policía,Almaty,Kazajistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
1001,Alejandro,8350985115,58,442,Old Mutual,Almaty,Kazajistán,,Masculino,True,False
1002,Mariana,6688510887,43,35,Armada,Almaty,Kazajistán,Tiene condecoración,Femenino,True,False
1003,Jorge,7608702935,49,147,Protección,Almaty,Kazajistán,,Masculino,False,False
1004,Lucia,4338568454,45,656,Colfondos,Almaty,Kazajistán,,Femenino,True,False
1005,Pablo,8035349639,53,126,Armada,Almaty,Kazajistán,Tiene condecoración,Masculino,True,True
1006,Monica,5279288137,90,388,Policía,Almaty,Kazajistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,False
1007,Jorge,9964827732,21,156,Porvenir,Almaty,Kazajistán,,Masculino,True,False
1008,Monica,4702875279,28,171,Protección,Almaty,Kazajistán,,Masculino,False,True
1009,Ana,9294632251,80,431,Colfondos,Almaty,Kazajistán,,Femenino,False,False
1010,Carlos,1984333172,63,336,Armada,Almaty,Kazajistán,No tiene condecoración,Masculino,True,False
1011,Elena,9113681786,81,341,Policía,Almaty,Kazajistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,False
1012,Jorge,3459999320,76,339,Colfondos,Almaty,Kazajistán,,Femenino,False,False
1013,Mariana,3995922595,24,509,Colfondos,Almaty,Kazajistán,,Femenino,False,True
1014,Alejandro,5119319109,53,727,Porvenir,Almaty,Kazajistán,,Masculino,False,False
1015,Elena,8036041794,96,44,Mininterior,Almaty,Kazajistán,No tiene observación disciplinaria,Masculino,True,False
1016,Alejandro,5957603260,64,736,Mininterior,Almaty,Kazajistán,No tiene observación disciplinaria,Femenino,True,False
1017,Jorge,6859676204,95,606,Minsalud,Almaty,Kazajistán,Tiene observación disciplinaria,Femenino,False,True
1018,Elena,6120778679,19,533,Protección,Almaty,Kazajistán,,Masculino,False,False
1019,Ana,2833316520,82,345,Minsalud,Almaty,Kazajistán,No tiene observación disciplinaria,Masculino,False,True
1020,Mariana,7434821590,61,466,Armada,Almaty,Kazajistán,No tiene condecoración,Masculino,False,True
1021,Mariana,3350388939,68,765,Inpec,Almaty,Kazajistán,No tiene hijos en el Inpec|No tiene condecoración,Femenino,True,False
1022,Pablo,1193593477,57,0,Protección,Almaty,Kazajistán,,Masculino,True,False
1023,Elena,8432279833,76,509,Minsalud,Almaty,Kazajistán,No tiene observación disciplinaria,Masculino,False,True
1024,Pablo,6901429061,99,672,Protección,Almaty,Kazajistán,,Femenino,True,True
1025,Elena,2622101165,80,648,Minsalud,Almaty,Kazajistán,No tiene observación disciplinaria,Femenino,False,False
1026,Carlos,3360622208,49,640,Minsalud,Almaty,Kazajistán,No tiene observación disciplinaria,Masculino,True,True
1027,Ana,8380872727,34,585,Fondo extranjero,Almaty,Kazajistán,,Femenino,False,False
1028,Lucia,3655003937,65,735,Protección,Almaty,Kazajistán,,Femenino,True,False
1029,Lucia,1273670312,56,616,Armada,Almaty,Kazajistán,No tiene condecoración,Femenino,True,False
1030,Jorge,6442805594,53,779,Fondo extranjero,Almaty,Kazajistán,,Femenino,False,True
1031,Monica,8324195616,49,357,Minsalud,Almaty,Kazajistán,No tiene observación disciplinaria,Masculino,False,False
1032,Jorge,6436144613,79,655,Old Mutual,Almaty,Kazajistán,,Masculino,True,True
1033,Monica,4482193961,46,91,Porvenir,Almaty,Kazajistán,,Femenino,False,True
1034,Isabel,4754200679,19,755,Old Mutual,Almaty,Kazajistán,,Masculino,False,False
1035,Lucia,1526370997,77,635,Mininterior,Almaty,Kazajistán,No tiene observación disciplinaria,Femenino,False,False
1036,Jorge,6938113675,69,380,Protección,Almaty,Kazajistán,,Masculino,True,True
1037,Monica,4142579029,37,5,Armada,Almaty,Kazajistán,Tiene condecoración,Masculino,True,False
1038,Alejandro,5818343115,80,439,Fondo extranjero,Almaty,Kazajistán,,Femenino,False,True
1039,Ana,9327816067,96,618,Porvenir,Almaty,Kazajistán,,Masculino,False,True
1040,Jorge,3281704425,89,517,Mininterior,Islamabad,Pakistán,No tiene observación disciplinaria,Masculino,False,True
1041,Lucia,8918325442,71,140,Policía,Islamabad,Pakistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
1042,Elena,4147513576,42,1,Inpec,Islamabad,Pakistán,Tiene hijos en el Inpec|No tiene condecoración,Masculino,False,False
1043,Ana,4966998614,89,337,Minsalud,Islamabad,Pakistán,No tiene observación disciplinaria,Masculino,False,True
1044,Lucia,8856449138,82,497,Inpec,Islamabad,Pakistán,No tiene hijos en el Inpec|Tiene condecoración,Femenino,False,True
1045,Mariana,6837148597,60,154,Mininterior,Islamabad,Pakistán,No tiene observación disciplinaria,Masculino,True,False
1046,Lucia,2464691804,52,390,Protección,Islamabad,Pakistán,,Femenino,False,True
1047,Lucia,6138695788,82,485,Porvenir,Islamabad,Pakistán,,Femenino,False,False
1048,Carlos,3731845930,93,13,Minsalud,Islamabad,Pakistán,Tiene observación disciplinaria,Femenino,False,False
1049,Ana,8079302863,43,63,Armada,Islamabad,Pakistán,Tiene condecoración,Femenino,False,False
1050,Lucia,5363532691,35,173,Inpec,Islamabad,Pakistán,Tiene hijos en el Inpec|No tiene condecoración,Femenino,False,True
1051,Jorge,8627834175,57,286,Protección,Islamabad,Pakistán,,Femenino,True,False
1052,Lucia,8880888197,80,267,Fondo extranjero,Islamabad,Pakistán,,Masculino,False,True
1053,Isabel,4454521449,85,426,Policía,Islamabad,Pakistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
1054,Isabel,5609260772,90,569,Fondo extranjero,Islamabad,Pakistán,,Masculino,False,False
1055,Carlos,7917221922,79,588,Porvenir,Islamabad,Pakistán,,Masculino,False,False
1056,Ana,7699965187,87,612,Inpec,Islamabad,Pakistán,No tiene hijos en el Inpec|Tiene condecoración,Masculino,True,False
1057,Monica,2162594217,95,439,Colfondos,Islamabad,Pakistán,,Masculino,False,False
1058,Monica,1917161844,40,785,Mininterior,Islamabad,Pakistán,No tiene observación disciplinaria,Masculino,False,True
1059,Carlos,9080103008,86,246,Colfondos,Islamabad,Pakistán,,Femenino,False,False
1060,Carlos,7451381487,74,155,Protección,Islamabad,Pakistán,,Femenino,False,True
1061,Isabel,6395169537,98,433,Mininterior,Islamabad,Pakistán,Tiene observación disciplinaria,Femenino,True,True
1062,Isabel,6765592629,64,251,Minsalud,Islamabad,Pakistán,No tiene observación disciplinaria,Femenino,True,True
1063,Jorge,5481015590,26,36,Fondo extranjero,Islamabad,Pakistán,,Femenino,False,True
1064,Lucia,5784107962,72,340,Fondo extranjero,Islamabad,Pakistán,,Masculino,True,False
1065,Carlos,8666562610,87,395,Old Mutual,Islamabad,Pakistán,,Femenino,False,True
1066,Ana,2809546998,18,759,Minsalud,Islamabad,Pakistán,No tiene observación disciplinaria,Femenino,False,False
1067,Carlos,5862846133,54,312,Protección,Islamabad,Pakistán,,Masculino,True,True
1068,Mariana,4078488888,18,588,Porvenir,Islamabad,Pakistán,,Femenino,False,True
1069,Monica,8129084906,95,29,Mininterior,Islamabad,Pakistán,Tiene observación disciplinaria,Masculino,True,False
1070,Elena,5694099796,90,716,Old Mutual,Islamabad,Pakistán,,Femenino,True,True
1071,Alejandro,6233374645,26,33,Old Mutual,Islamabad,Pakistán,,Masculino,False,False
1072,Isabel,6228646771,19,127,Armada,Islamabad,Pakistán,No tiene condecoración,Femenino,True,True
1073,Monica,6991810940,63,564,Policía,Islamabad,Pakistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
1074,Lucia,4861520884,85,687,Colfondos,Islamabad,Pakistán,,Femenino,False,True
1075,Elena,2128500335,42,45,Protección,Islamabad,Pakistán,,Masculino,False,True
1076,Pablo,6678166630,31,439,Minsalud,Islamabad,Pakistán,No tiene observación disciplinaria,Masculino,False,False
1077,Pablo,9337827399,49,710,Policía,Islamabad,Pakistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
1078,Lucia,3813213386,31,316,Minsalud,Islamabad,Pakistán,No tiene observación disciplinaria,Masculino,False,True
1079,Lucia,5387474834,37,26,Colfondos,Islamabad,Pakistán,,Masculino,True,False
1080,Lucia,9149601626,36,140,Minsalud,Kabul,Afganistán,Tiene observación disciplinaria,Femenino,True,True
1081,Mariana,5291003848,36,347,Inpec,Kabul,Afganistán,Tiene hijos en el Inpec|No tiene condecoración,Femenino,True,True
1082,Carlos,4203715162,89,196,Porvenir,Kabul,Afganistán,,Femenino,False,True
1083,Jorge,2892415231,79,157,Minsalud,Kabul,Afganistán,Tiene observación disciplinaria,Femenino,True,False
1084,Carlos,9156850072,82,374,Armada,Kabul,Afganistán,No tiene condecoración,Femenino,False,False
1085,Ana,9665840337,26,375,Protección,Kabul,Afganistán,,Masculino,False,False
1086,Lucia,2554056474,34,502,Colfondos,Kabul,Afganistán,,Femenino,True,True
1087,Lucia,5091611872,74,261,Mininterior,Kabul,Afganistán,No tiene observación disciplinaria,Masculino,False,True
1088,Carlos,2208923132,29,53,Armada,Kabul,Afganistán,Tiene condecoración,Masculino,True,True
1089,Ana,6139639630,53,321,Policía,Kabul,Afganistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
1090,Carlos,1156739091,40,724,Protección,Kabul,Afganistán,,Masculino,True,True
1091,Ana,9313450558,68,692,Policía,Kabul,Afganistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,False
1092,Jorge,7954924744,51,333,Inpec,Kabul,Afganistán,Tiene hijos en el Inpec|Tiene condecoración,Femenino,False,False
1093,Carlos,1544041465,72,168,Protección,Kabul,Afganistán,,Femenino,True,False
1094,Lucia,6500482193,94,703,Armada,Kabul,Afganistán,No tiene condecoración,Femenino,True,False
1095,Mariana,9167015728,44,608,Minsalud,Kabul,Afganistán,Tiene observación disciplinaria,Femenino,False,False
1096,Mariana,6420315442,97,544,Minsalud,Kabul,Afganistán,No tiene observación disciplinaria,Femenino,True,True
1097,Jorge,6114324785,54,663,Protección,Kabul,Afganistán,,Masculino,True,False
1098,Carlos,7972195238,30,457,Mininterior,Kabul,Afganistán,Tiene observación disciplinaria,Femenino,True,False
1099,Jorge,1209779803,56,288,Policía,Kabul,Afganistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
1100,Lucia,6862617876,61,527,Colfondos,Kabul,Afganistán,,Femenino,False,True
1101,Monica,2436699790,39,561,Inpec,Kabul,Afganistán,No tiene hijos en el Inpec|No tiene condecoración,Femenino,True,False
1102,Elena,2175012258,96,589,Mininterior,Kabul,Afganistán,Tiene observación disciplinaria,Femenino,False,False
1103,Jorge,2028373519,89,158,Inpec,Kabul,Afganistán,Tiene hijos en el Inpec|No tiene condecoración,Femenino,True,True
1104,Alejandro,6944546910,34,168,Colfondos,Kabul,Afganistán,,Femenino,False,True
1105,Isabel,2379530707,47,212,Policía,Kabul,Afganistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
1106,Pablo,3780917461,22,246,Fondo extranjero,Kabul,Afganistán,,Masculino,True,True
1107,Monica,3022533547,83,6,Porvenir,Kabul,Afganistán,,Femenino,True,False
1108,Ana,7511455692,53,451,Fondo extranjero,Kabul,Afganistán,,Femenino,False,True
1109,Monica,6289703672,76,355,Old Mutual,Kabul,Afganistán,,Masculino,True,True
1110,Elena,2638311416,67,682,Inpec,Kabul,Afganistán,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,True
1111,Elena,1009970611,18,45,Porvenir,Kabul,Afganistán,,Masculino,False,True
1112,Lucia,2184177367,99,774,Inpec,Kabul,Afganistán,Tiene hijos en el Inpec|No tiene condecoración,Masculino,False,False
1113,Monica,6166234232,28,423,Protección,Kabul,Afganistán,,Masculino,True,True
1114,Mariana,5903840396,79,250,Old Mutual,Kabul,Afganistán,,Masculino,False,True
1115,Monica,9180155601,99,655,Fondo extranjero,Kabul,Afganistán,,Femenino,False,False
1116,Monica,4694623256,80,435,Protección,Kabul,Afganistán,,Masculino,False,True
1117,Alejandro,1798858216,21,254,Minsalud,Kabul,Afganistán,Tiene observación disciplinaria,Femenino,True,True
1118,Isabel,2458233360,68,707,Colfondos,Kabul,Afganistán,,Femenino,False,True
1119,Jorge,8327514565,91,41,Minsalud,Kabul,Afganistán,No tiene observación disciplinaria,Masculino,False,False
1120,Jorge,6090783181,77,81,Policía,Tashkent,Uzbekistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
1121,Carlos,6035227809,46,699,Policía,Tashkent,Uzbekistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
